id	logFC	AveExpr	t	P.Value	adj.P.Val	B
CHURC1	0.166221055	2.277857828	1.861670858	0.063343278	0.089691195	-5.592589586
FGFR2	-0.459412937	2.424496956	-1.861598211	0.06335355	0.089699186	-5.592723456
LIPI	0.005315658	0.007327373	1.861334111	0.063390902	0.089745516	-5.593210087
ST3GAL5	0.106402168	0.878785009	1.859348239	0.063672355	0.090137398	-5.596867082
ABCB5	0.10357019	0.093028872	1.859227109	0.063689556	0.090155164	-5.597090018
KCNK10	0.028073928	0.031543032	1.858745233	0.063758022	0.090243075	-5.597976761
GOLGA8O	0.004281627	0.011187888	1.858724484	0.063760972	0.090243075	-5.598014936
SLC66A3	0.214522503	2.392069851	1.858663749	0.063769606	0.090248705	-5.598126683
HOXB9	0.134045905	0.131533847	1.858290104	0.063822744	0.090317314	-5.598814074
PROX1	-0.255757071	3.844370108	-1.857787038	0.063894347	0.09041204	-5.599739345
ZNF280A	0.030481161	0.028077427	1.857336944	0.063958466	0.090492766	-5.600566978
SLC6A4	0.039821813	0.055404557	1.857321035	0.063960733	0.090492766	-5.600596227
RIPPLY2	0.016236637	0.014661367	1.85680888	0.064033761	0.090589474	-5.601537731
PRRG1	-0.114625922	1.109832846	-1.856577817	0.06406673	0.090629501	-5.601962413
ENDOG	0.179406272	1.733284041	1.856042957	0.064143101	0.090730915	-5.602945261
RIMBP3B	0.001874871	0.001999503	1.855638803	0.064200859	0.090805987	-5.603687742
CYSLTR1	0.057527394	0.255759326	1.855548489	0.064213772	0.090817624	-5.603853638
NPTX1	0.083700815	0.07943877	1.855475895	0.064224152	0.090825678	-5.603986979
KRTAP6-3	0.013738026	0.012117976	1.855255162	0.064255725	0.090863699	-5.60439239
HMOX2	0.169619331	4.104434974	1.855112344	0.06427616	0.090885965	-5.604654673
CLVS2	0.102307672	0.094015263	1.854404642	0.0643775	0.09102262	-5.605954063
SDHA	0.128975883	1.279070761	1.853312637	0.064534131	0.091237423	-5.607958102
PCDHA8	0.008409377	0.008767644	1.853269536	0.06454032	0.091239517	-5.608037176
PPP2R1B	0.237893858	3.771043119	1.852262739	0.06468502	0.091437408	-5.609883773
HRH4	0.008593139	0.025425837	1.852229203	0.064689844	0.09143756	-5.609945265
ARID4A	-0.145119501	1.634636374	-1.851841205	0.064745684	0.091509814	-5.610656627
NOTCH2	0.213177292	1.986384666	1.85161866	0.06477773	0.091548431	-5.611064578
ARHGEF12	-0.173028626	2.706488456	-1.851320119	0.06482074	0.091602537	-5.611611764
TFF2	-0.386318601	0.660250023	-1.849893759	0.065026557	0.091886692	-5.614224891
ATG2A	-0.133000392	2.85313623	-1.8491347	0.065136306	0.092035065	-5.615614698
ADAMTS2	-0.25600231	1.308864125	-1.848880713	0.065173064	0.09208029	-5.616079615
PMF1-BGLAP	0.006757008	0.010776027	1.848444607	0.065236217	0.092162799	-5.616877745
METTL14	0.107481935	1.83671232	1.84782103	0.065326607	0.092283771	-5.618018652
MS4A4A	-0.229752048	1.68594914	-1.846450395	0.06552565	0.092558204	-5.620525057
LCE3A	-0.025281124	0.020020806	-1.84598944	0.065592702	0.092646167	-5.621367567
LCE3B	-0.001770974	0.000208841	-1.845887044	0.065607605	0.092652149	-5.621554694
PROP1	0.003099251	0.002733774	1.845881914	0.065608351	0.092652149	-5.621564069
KIF17	0.107737059	0.518002765	1.845834682	0.065615226	0.092652149	-5.62165038
BOK	-0.299141861	4.923613922	-1.845828973	0.065616058	0.092652149	-5.621660814
MYO1G	0.124562075	0.551337613	1.844648796	0.06578804	0.092888227	-5.623816757
C19orf12	0.158750718	3.139230183	1.844479834	0.065812693	0.092916267	-5.624125306
ITIH5	0.304311897	0.600994409	1.844325271	0.065835251	0.092941345	-5.624407534
SPATA31E1	0.00355176	0.00375418	1.843350955	0.065977599	0.093135519	-5.626186082
PLPPR3	0.041851964	0.05154571	1.843248518	0.06599258	0.093149882	-5.62637302
FMN1	0.057006	0.12678416	1.842421842	0.066113581	0.093313881	-5.627881254
G3BP2	0.148362383	2.403220743	1.842323217	0.066128029	0.093327478	-5.628061147
PRAMEF9	0.034628665	0.031050702	1.841740095	0.066213506	0.093441309	-5.629124571
SV2B	0.079072074	0.164109287	1.841172176	0.066296842	0.093552103	-5.630159949
TAF1L	0.002774998	0.003218982	1.840822994	0.066348124	0.093617652	-5.630796391
KCNC1	0.032401495	0.029802594	1.840596298	0.066381435	0.093657836	-5.631209518
ODF4	0.003272474	0.003205083	1.839495112	0.06654344	0.093879577	-5.633215591
FDX1	-0.158743213	3.905526007	-1.839341949	0.066566	0.093904568	-5.63349452
SLC6A14	0.129685192	0.118321616	1.838938672	0.066625428	0.093981564	-5.634228829
TCEAL7	-0.089661633	0.461980296	-1.838500878	0.066689992	0.094065792	-5.63502581
DOC2A	0.047585081	0.066360666	1.838448198	0.066697765	0.09406991	-5.635121699
TBX18	0.089385064	0.116270869	1.838338656	0.066713929	0.094083494	-5.635321079
BCL2L15	0.063476497	0.080357572	1.838317143	0.066717104	0.094083494	-5.635360234
CLDN16	0.11657548	0.610234774	1.838189606	0.066735929	0.094103194	-5.635592349
SLC27A6	-0.013809438	0.011749237	-1.837133819	0.066891934	0.094316313	-5.637513266
HIF1A	0.272239132	3.397139084	1.837092543	0.066898039	0.09431806	-5.63758834
FCGR1A	0.146418287	0.47153642	1.836979193	0.066914807	0.094334839	-5.637794503
B3GNT8	0.13982946	0.388266024	1.836915001	0.066924305	0.094341367	-5.63791125
UBASH3B	0.132106112	0.440921774	1.836732947	0.066951246	0.094372483	-5.638242333
PGA3	-0.001542421	0.001135295	-1.83610778	0.067043832	0.094496117	-5.639379015
SLFN11	0.17908206	0.987510629	1.835938891	0.067068862	0.094524522	-5.639686025
SMIM43	0.065747084	0.065042007	1.835448401	0.067141599	0.094613548	-5.640577489
ZNF511	0.144145588	1.873423942	1.8354471	0.067141792	0.094613548	-5.640579854
KRT39	0.048924319	0.079650427	1.835403427	0.067148272	0.0946158	-5.640659218
ADAMTSL1	0.074128756	0.272038873	1.834988186	0.067209905	0.094695762	-5.641413715
CDH26	0.050164077	0.070873706	1.83492548	0.067219217	0.094701997	-5.641527638
BEAN1	0.053227503	0.118987166	1.834227767	0.067322895	0.094841171	-5.642794971
VPS37B	0.147013238	1.273111672	1.833683948	0.067403796	0.094948239	-5.643782439
NAF1	0.084313212	0.972821201	1.833223475	0.067472361	0.095037917	-5.644618343
PTPN13	-0.125339488	0.282558728	-1.832948917	0.06751327	0.095088629	-5.645116654
SDC3	-0.24950119	2.795887889	-1.832644834	0.067558603	0.095145564	-5.645668465
C1QTNF9	0.015939067	0.054303218	1.832339001	0.067604222	0.095202894	-5.646223363
SRSF5	0.125184995	4.538912482	1.832226504	0.067621008	0.095219615	-5.646427452
ZG16B	0.22281352	0.428764681	1.831911729	0.067667997	0.09527886	-5.646998442
SV2C	0.017330099	0.030481099	1.830946076	0.067812316	0.09547513	-5.648749502
HNF4G	0.197424749	1.801943029	1.830000444	0.067953888	0.095667505	-5.650463375
SLC9C1	0.011948988	0.016132284	1.829837057	0.067978374	0.095695027	-5.650759412
IGFL2	0.052749919	0.050964668	1.829346976	0.068051863	0.095791522	-5.651647218
FOXD4L4	0.003168529	0.004425378	1.828882145	0.068121626	0.095882759	-5.652489068
KRTAP1-1	-0.053445023	0.053458443	-1.828795476	0.06813464	0.095894113	-5.65264601
HELT	0.009897794	0.008730601	1.827250791	0.068366931	0.096214058	-5.655441925
TLR7	0.090435931	0.286663481	1.82646305	0.068485643	0.096370177	-5.656866858
TTC24	0.028496002	0.055283162	1.826448696	0.068487808	0.096370177	-5.656892818
SPESP1	0.214733302	0.438193662	1.826349661	0.068502745	0.096384198	-5.657071917
GRXCR2	0.00481541	0.010128708	1.82596379	0.06856097	0.096459119	-5.657769651
NANOS2	0.003373643	0.004517683	1.825876583	0.068574134	0.096470637	-5.657927318
OPTC	0.005349112	0.006624412	1.825228184	0.06867208	0.096601417	-5.659099375
STK33	0.059765658	0.096633035	1.825120019	0.06868843	0.096617405	-5.659294855
SH2B3	0.196768347	2.453576246	1.825067051	0.068696438	0.096621657	-5.659390576
FGF11	0.005439826	0.007709855	1.824930088	0.068717148	0.096643773	-5.65963808
ADAM28	0.118403363	0.286713098	1.823992798	0.068859013	0.096836266	-5.661331342
LGALS9C	0.097530989	0.147765856	1.823784289	0.068890605	0.096873665	-5.661707909
SLC9A2	0.033292231	0.045526727	1.823668469	0.068908159	0.096891319	-5.661917061
RPS6KA6	-0.053638056	0.092438106	-1.82327563	0.068967724	0.09696804	-5.662626365
MAOA	-0.245524822	4.635225807	-1.822635732	0.069064842	0.097097544	-5.663781436
NFIC	0.185684312	3.997849337	1.822586215	0.069072362	0.097100026	-5.6638708
TUBB6	0.252999687	1.98234318	1.822558134	0.069076627	0.097100026	-5.663921478
ETV7	0.239191541	1.173392734	1.821379304	0.069255859	0.09734491	-5.666048231
ASL	-0.258095424	3.82561331	-1.820955494	0.06932039	0.097428548	-5.666812506
HTR3A	0.140075408	0.132839967	1.820018134	0.069463291	0.097622315	-5.668502264
DLX1	0.106972435	0.097527043	1.819452878	0.069549582	0.097736501	-5.669520825
FGD3	0.165872584	0.845403408	1.819169774	0.069592834	0.097790191	-5.670030845
IFNGR1	0.245546467	4.327301283	1.819114664	0.069601256	0.097794936	-5.67013012
TRIM35	-0.209874869	2.283093801	-1.81801946	0.069768802	0.098023245	-5.67210237
KBTBD13	0.00719731	0.007495632	1.817876473	0.069790701	0.098046905	-5.672359775
ZNF157	0.009660945	0.013403155	1.81764779	0.069825736	0.098089016	-5.672771409
PCDHA3	0.035812628	0.038581665	1.81741431	0.069861521	0.098132174	-5.673191625
ADCY8	0.154748597	0.18072653	1.817306962	0.069877979	0.098148179	-5.673384813
RAB27B	0.15664838	0.443195104	1.816445545	0.070010164	0.098326716	-5.674934637
OXER1	-0.316424783	3.386836351	-1.816371295	0.070021567	0.098335606	-5.675068192
PRDM8	0.036418923	0.09900532	1.815157475	0.070208202	0.098590566	-5.677250731
CLSTN2	-0.110626612	0.206328263	-1.81510906	0.070215655	0.098593889	-5.677337753
MALRD1	0.023445471	0.029227863	1.815024307	0.070228703	0.098605067	-5.677490088
HACL1	0.168775123	3.480849076	1.814865077	0.070253222	0.098631241	-5.677776268
EVA1C	0.201358359	0.943369174	1.814837158	0.070257522	0.098631241	-5.677826443
GPR119	0.04809086	0.045584403	1.814549523	0.070301834	0.098686301	-5.678343334
DOCK5	0.150823037	1.141886182	1.814459909	0.070315644	0.098698539	-5.678504356
CHRND	0.105779528	0.095874707	1.813866987	0.070407075	0.09881972	-5.679569547
TOPAZ1	0.004003583	0.003796502	1.813200202	0.070510012	0.098957032	-5.680767026
PUS3	0.116422419	3.307526584	1.812709384	0.070585863	0.099056312	-5.681648209
SLC25A4	0.162607626	3.376689567	1.812391138	0.070635081	0.099118206	-5.682219442
INSM2	0.004469956	0.007926532	1.80989548	0.071022022	0.099653963	-5.686695576
MARVELD1	0.24689521	1.530963281	1.807559316	0.071385812	0.100157162	-5.690880146
DCC	0.057404774	0.054013333	1.807037307	0.071467309	0.100264248	-5.691814449
FAM3C	0.166585786	2.658914257	1.806303942	0.071581933	0.10041779	-5.69312659
RBM7	-0.091316998	1.429473744	-1.804986588	0.071788213	0.100699879	-5.695482294
FAM89A	0.203281683	1.819710079	1.804674643	0.071837131	0.100761206	-5.696039868
HIPK3	-0.150594723	2.740512784	-1.803829148	0.071969855	0.100940065	-5.697550642
GSTT2B	-0.276909053	1.064852546	-1.803090867	0.072085914	0.101095527	-5.698869267
SLC1A2	-0.331520917	1.447214194	-1.800740459	0.072456428	0.101607794	-5.703063738
USP47	0.146289115	1.827114418	1.800463925	0.072500122	0.101661714	-5.703556878
SPSB3	0.030278151	0.110346231	1.800229676	0.072537153	0.101706281	-5.703974555
IGFL4	0.014562702	0.015416894	1.799577387	0.07264035	0.101843609	-5.705137331
UBE2QL1	0.168568617	0.605968837	1.799375062	0.072672383	0.101881152	-5.705497912
KLF1	0.04110836	0.073013557	1.799084357	0.07271843	0.101938333	-5.706015935
SLC10A4	0.047227559	0.051714794	1.798971772	0.07273627	0.101952101	-5.706216535
CEBPE	0.018512637	0.048201852	1.798955989	0.072738771	0.101952101	-5.706244655
UBXN10	-0.291643197	1.344001651	-1.798562561	0.072801142	0.102032143	-5.706945543
M6PR	0.231520129	2.917075967	1.797987284	0.07289242	0.102152685	-5.707970124
GGT1	0.097089816	0.303031122	1.797771408	0.072926697	0.102193333	-5.708354519
PCNX1	0.110740952	1.546945524	1.797144288	0.073026347	0.102325576	-5.709470934
ZDHHC1	0.191292592	1.013287196	1.796433832	0.073139374	0.102476543	-5.71073524
ATP8B4	-0.057585112	0.308833085	-1.795318695	0.073317072	0.102718093	-5.712718713
STARD6	0.031372861	0.030496349	1.795143451	0.07334503	0.102748469	-5.713030308
S100Z	0.024220662	0.04757264	1.795116338	0.073349356	0.102748469	-5.713078513
PPP2R2A	-0.129662465	1.681153129	-1.794844945	0.073392672	0.102801717	-5.713560996
SNCB	0.021488606	0.026495071	1.794672309	0.073420236	0.102832895	-5.713867872
NTSR1	0.046591119	0.084014827	1.794401012	0.073463571	0.102886156	-5.71435007
HMX3	0.117307115	0.107334454	1.794315909	0.073477169	0.102897765	-5.714501314
SCN1B	0.145043737	0.954718569	1.794242056	0.073488971	0.102906858	-5.714632561
ARHGAP31	0.13117586	0.895363406	1.793781505	0.073562605	0.103002527	-5.715450897
NR1D2	0.166926388	2.650055926	1.793659355	0.073582145	0.103022444	-5.715667906
KRT12	0.158714535	0.143764818	1.793469711	0.07361249	0.103057486	-5.716004793
RLF	0.129786069	1.435340184	1.793366981	0.073628932	0.10307306	-5.716187271
LPAR3	0.126568678	0.151126742	1.792129022	0.073827306	0.1033433	-5.718385429
NUS1	0.128175298	2.439194172	1.792068466	0.073837021	0.103349435	-5.718492914
PTGER1	0.11534828	0.292970783	1.791990713	0.073849496	0.103359433	-5.718630921
GPHA2	0.05348832	0.079181133	1.79143993	0.073937918	0.103475716	-5.719608353
GIMAP5	0.039762676	0.13552032	1.791060473	0.073998886	0.103553563	-5.720281574
STK38L	0.143566256	1.482455493	1.79070972	0.074055279	0.103624997	-5.720903744
RAB31	0.223080055	1.622123391	1.790397565	0.074105495	0.10368778	-5.721457347
HGD	-0.358570184	6.651322298	-1.789709649	0.074216259	0.103835265	-5.722677024
GLRA3	0.005682504	0.00789224	1.789122912	0.07431084	0.103960087	-5.723716945
CDK17	0.133239963	1.750152558	1.788531646	0.07440625	0.104086053	-5.724764553
ZNF114	0.04624084	0.065857791	1.788219373	0.074456681	0.104149083	-5.725317702
CST4	0.132699483	0.124647174	1.786974913	0.074657934	0.104423058	-5.727521149
SERPIND1	-0.442718263	8.161907824	-1.785840312	0.07484181	0.10467269	-5.729528763
ABCC6	-0.227888747	4.141380862	-1.78532955	0.074924706	0.104781066	-5.730432118
ARSF	-0.252913031	0.605369703	-1.785096361	0.074962578	0.104826466	-5.730844461
CCDC198	-0.241618996	1.932831275	-1.783546069	0.075214754	0.105171517	-5.733584461
GNRH2	-0.167342628	0.308535966	-1.783370374	0.075243377	0.105197078	-5.733894838
RAPGEF5	0.179754293	1.585892513	1.783367236	0.075243888	0.105197078	-5.733900381
ADTRP	0.133544956	0.316427543	1.783047941	0.075295929	0.105262242	-5.734464359
LRRC15	0.090165724	0.160880656	1.782980165	0.075306979	0.105270098	-5.734584061
SULT1C3	0.076742705	0.069570905	1.781314494	0.07557897	0.10564216	-5.73752445
SPINK13	0.044522857	0.049963857	1.781265738	0.075586944	0.10564216	-5.737610477
DHFR	0.187946186	2.110282184	1.781250158	0.075589492	0.10564216	-5.737637968
ENG	-0.239439359	4.055677173	-1.780766493	0.07566863	0.105744959	-5.738491238
TPST1	-0.234959676	2.922039429	-1.780733944	0.075673958	0.105744959	-5.738548651
POTEE	0.006079173	0.009087782	1.780140649	0.075771133	0.105873116	-5.739594999
LGSN	-0.1479918	0.385457844	-1.780088707	0.075779645	0.105877378	-5.739686588
OR2A7	0.056948424	0.225967684	1.780019373	0.075791009	0.10588255	-5.739808842
OR52K1	0.003107109	0.003341999	1.779999461	0.075794273	0.10588255	-5.73984395
HRH2	0.138678934	0.320794961	1.779496376	0.075876772	0.105990162	-5.740730862
LRRC31	0.238809813	1.003353114	1.778443873	0.076049608	0.106223936	-5.74258557
SLC25A41	0.052317951	0.161515054	1.776660381	0.076343218	0.106626358	-5.74572595
PHAF1	-0.176489559	2.432656048	-1.776450359	0.076377854	0.106667047	-5.746095553
SNX25	0.140581757	1.456234077	1.776235798	0.076413252	0.106708794	-5.746473101
EYA1	0.041226651	0.039209667	1.775964164	0.076458085	0.106759793	-5.74695101
CDH17	0.193835091	0.227876869	1.775947793	0.076460788	0.106759793	-5.746979811
PLTP	-0.367739556	3.061896502	-1.775566702	0.076523725	0.106839974	-5.74765017
CDKN2AIP	0.128944414	2.023408633	1.775006898	0.076616253	0.106961454	-5.748634638
ITGA1	0.137955082	2.715452339	1.774876104	0.076637885	0.106983948	-5.748864607
LILRA4	-0.041168213	0.115394802	-1.77479542	0.076651231	0.106994874	-5.749006462
NPTX2	0.398854937	0.932051244	1.774662257	0.076673263	0.10701792	-5.749240569
PATE2	0.005169961	0.006626868	1.774451976	0.076708065	0.107058786	-5.749610217
GLRB	0.199593838	0.601234399	1.773869954	0.076804457	0.107181953	-5.750633119
SPRR2A	-0.068907173	0.056732331	-1.773833314	0.076810528	0.107181953	-5.750697503
MAGEB16	0.065054242	0.057382751	1.773793143	0.076817185	0.107181953	-5.750768089
CHGB	0.162728818	0.155801331	1.773785614	0.076818433	0.107181953	-5.750781318
MS4A10	0.133201025	0.126174375	1.773645525	0.076841652	0.107206632	-5.751027464
TUBAL3	0.051584579	0.051369052	1.773077434	0.07693587	0.107330356	-5.752025437
ANKRD18B	0.030573705	0.048125784	1.772985314	0.076951157	0.107343956	-5.752187235
CALB2	0.096109789	0.126023913	1.772921965	0.076961671	0.107350897	-5.752298497
CDH3	0.082155545	0.108879212	1.772783043	0.076984732	0.107375337	-5.752542475
PRSS53	0.039575436	0.126924252	1.771647637	0.077173419	0.107630766	-5.75453579
APOA4	-0.686465286	2.238052435	-1.771133627	0.077258964	0.10774232	-5.755437769
ZNF347	0.091869197	0.364648642	1.770842713	0.077307415	0.107796107	-5.755948148
OR52E4	0.001905769	0.001681032	1.770835262	0.077308656	0.107796107	-5.75596122
PYDC1	0.119683008	0.121241802	1.770540426	0.077357785	0.107856852	-5.756478393
PDE3B	-0.173451752	1.748226199	-1.770350896	0.077389381	0.107893143	-5.756810803
NPPB	0.117441935	0.144752591	1.769481591	0.077534433	0.108079793	-5.758335
RAPH1	-0.096944935	0.471847303	-1.769475057	0.077535524	0.108079793	-5.758346454
GAS2L2	0.007114582	0.007990425	1.769448321	0.077539989	0.108079793	-5.758393321
DNAJC5G	0.038815626	0.039926976	1.769162397	0.077587749	0.108138588	-5.758894475
ESRP2	-0.205422197	3.218291945	-1.76912086	0.07759469	0.108140485	-5.758967272
RASSF6	0.117412596	0.383853625	1.768204263	0.077747971	0.108346317	-5.76057327
DPH1	0.102942212	1.19251226	1.768088536	0.077767341	0.108365519	-5.760775979
RSAD2	-0.206358885	0.954497626	-1.767889146	0.077800725	0.108404244	-5.761125205
PDE10A	0.059527249	0.113054522	1.766831549	0.077977991	0.10864343	-5.762976907
KCNH5	0.020776696	0.018767403	1.766608869	0.078015357	0.108687677	-5.76336665
SSX3	0.14561206	0.129636056	1.766300771	0.07806708	0.108751919	-5.763905813
SHF	-0.219578293	1.99489429	-1.765794563	0.078152122	0.108862564	-5.764791462
PSAPL1	0.060707884	0.059848502	1.765686665	0.078170259	0.108880003	-5.764980206
HCAR3	0.069938465	0.140206682	1.765397594	0.078218866	0.108939877	-5.765485815
CTAG1A	0.008469041	0.007962401	1.765288143	0.078237276	0.10895769	-5.765677232
NCBP2L	0.019337882	0.049206565	1.764714203	0.078333875	0.109084381	-5.766680798
KIAA1549L	0.044709205	0.052642096	1.76463495	0.078347222	0.109095129	-5.766819351
KRTAP13-3	-0.001407918	0.000166028	-1.7639787	0.078457809	0.109241269	-5.767966395
HEPACAM	-0.329967994	0.753297312	-1.763661978	0.078511226	0.109307794	-5.768519836
TM7SF3	0.202373272	3.673036599	1.762704574	0.078672881	0.109524991	-5.77019221
SERPINF1	-0.294380999	7.759011602	-1.761468291	0.078882025	0.109808265	-5.772350402
SPINK4	0.173103429	0.195349359	1.760571286	0.079034056	0.110012001	-5.773915378
LDHC	0.138447003	0.379877232	1.760229659	0.079092021	0.110084779	-5.774511197
TGOLN2	0.18934291	5.210287368	1.760123364	0.079110063	0.110101986	-5.77469656
POTEJ	0.002376044	0.004680843	1.759950075	0.079139484	0.110135024	-5.774998725
ANKRD22	0.230089391	0.522174297	1.759375049	0.079237176	0.110263062	-5.776001192
TRIM10	0.139597799	0.857943557	1.757860311	0.079494988	0.110613881	-5.778640356
TIFA	0.156056101	1.571357088	1.757298879	0.079590719	0.110739136	-5.779617983
NCCRP1	0.098932971	0.145878526	1.757040034	0.079634887	0.110792637	-5.780068609
PCDHA5	0.016546357	0.01746532	1.756283342	0.079764119	0.110964467	-5.781385565
C5orf49	0.161009669	0.527861675	1.756146724	0.07978747	0.110988986	-5.781623278
MSR1	-0.179793237	1.148497927	-1.755995497	0.079813324	0.111016983	-5.781886388
F13B	-0.386771481	4.930969248	-1.75479382	0.080019008	0.111295095	-5.783976318
AKR7L	-0.206229496	1.644209809	-1.754669543	0.080040305	0.111316727	-5.784192376
IRAG2	0.074252004	0.381606926	1.754048782	0.080146749	0.111456768	-5.785271362
MIER1	-0.128540412	1.972689237	-1.753557969	0.080230992	0.111565918	-5.786124209
RRAS2	0.181447432	2.80641905	1.752893171	0.080345214	0.111716735	-5.787279003
BNIP5	0.101760201	0.101564181	1.752827637	0.080356481	0.111724386	-5.787392816
KRTAP19-1	0.033460432	0.029514626	1.752601501	0.080395369	0.111763318	-5.787785515
LST1	-0.220375045	1.868228525	-1.752597748	0.080396014	0.111763318	-5.787792031
GRTP1	0.204791004	3.23862492	1.752519068	0.080409548	0.111774116	-5.787928651
KRT79	0.013291524	0.013261804	1.75206322	0.080487997	0.111875141	-5.788720071
ADAMTSL4	0.238621129	2.079095782	1.751850287	0.080524663	0.11191808	-5.789089685
EFEMP1	0.428011376	2.13661119	1.751757663	0.080540616	0.111932227	-5.789250448
SYT2	0.060368048	0.071404179	1.751278907	0.080623118	0.112038852	-5.790081278
CARD6	0.185379251	1.287425201	1.751163687	0.080642984	0.112058424	-5.790281197
GJA3	0.050736848	0.054089518	1.751017738	0.080668154	0.112085364	-5.790534415
PLA2G2F	0.003187963	0.003952114	1.750794227	0.080706712	0.1121309	-5.79092216
ZNF735	0.084340977	0.075214279	1.750637581	0.080733744	0.112160418	-5.791193879
SOD3	0.384231771	2.28259589	1.750256079	0.080799609	0.112243878	-5.791855535
PLD1	-0.189968941	1.586314718	-1.750102981	0.080826053	0.112272567	-5.79212102
MRGPRF	-0.247529431	0.954802128	-1.749852537	0.080869328	0.112323073	-5.792555263
BEX5	0.244034834	1.221244791	1.749825484	0.080874003	0.112323073	-5.792602166
SLC46A2	0.070005432	0.07909861	1.74940136	0.080947334	0.112413615	-5.793337398
AOC3	-0.179938123	2.132541011	-1.749359375	0.080954596	0.112413615	-5.79341017
NIPSNAP3A	-0.165926714	3.047943131	-1.749347826	0.080956593	0.112413615	-5.793430187
KCNJ6	0.046939922	0.043597077	1.74920914	0.080980586	0.112438875	-5.79367056
ERBB2	0.276966926	2.940946342	1.74908172	0.081002635	0.112461433	-5.793891387
ABCC12	0.009172658	0.010241259	1.74900195	0.081016441	0.112472545	-5.794029627
ZNF471	0.102727219	0.370681218	1.748955619	0.08102446	0.112475622	-5.794109914
HIVEP3	0.080848573	0.370917427	1.748161723	0.081161976	0.112658449	-5.795485341
TMEM210	0.007017071	0.007349002	1.747643971	0.081251762	0.112775001	-5.796382015
HOXC13	0.069917992	0.062672258	1.746761572	0.081404969	0.112979558	-5.797909605
TOPORS	0.132735071	2.219659545	1.746431543	0.08146233	0.113051074	-5.798480747
TAF4B	0.078922002	0.208395256	1.745920715	0.081551182	0.113166277	-5.799364569
CES1	-0.487294937	8.740089051	-1.745826733	0.081567537	0.11318087	-5.799527148
CTSE	0.241905717	0.366249318	1.745260593	0.081666117	0.113309546	-5.800506318
LDAF1	0.19559903	0.91082086	1.74511213	0.081691985	0.113337323	-5.800763043
SLC35F3	0.07704098	0.101563763	1.744889976	0.081730704	0.113382926	-5.801147154
ACTC1	0.056129761	0.066865138	1.744723459	0.081759736	0.113415084	-5.801435033
WT1	0.059356122	0.083244332	1.744621778	0.081777469	0.113431564	-5.801610809
HMSD	0.064394518	0.113897044	1.744570965	0.081786331	0.113435739	-5.801698648
C8orf89	0.025993157	0.048311442	1.743812177	0.081918767	0.113609381	-5.803010012
RSPH10B	0.00252696	0.006263293	1.743786521	0.081923248	0.113609381	-5.803054342
RPS6KA2	0.173667673	1.369220598	1.743664071	0.081944637	0.113630913	-5.803265909
GCSAML	0.048819173	0.055554999	1.743542051	0.081965956	0.113652345	-5.803476719
SLC35G1	0.140866089	0.912721891	1.742778563	0.082099451	0.113828295	-5.804795438
LHFPL3	0.082372272	0.091412052	1.742749156	0.082104596	0.113828295	-5.804846218
ZNF311	0.102360835	0.323654706	1.742496521	0.08214881	0.113881447	-5.805282445
PPM1A	0.115954131	2.491412652	1.741150221	0.082384756	0.114195219	-5.807606056
SNX31	0.028353821	0.061526504	1.741137805	0.082386934	0.114195219	-5.807627477
FBXO33	0.095120856	1.766526766	1.74031849	0.082530796	0.114386444	-5.809040677
PRDX3	-0.151559883	5.976863491	-1.740205699	0.082550617	0.114405735	-5.809235174
PDE4B	-0.158222848	0.847549412	-1.739639015	0.082650258	0.114535637	-5.810212174
ANKRD44	0.088877577	0.689139413	1.739537293	0.082668155	0.114552248	-5.810387516
SNX33	0.119530372	2.569198145	1.739494217	0.082675734	0.114554561	-5.810461765
KRT7	-0.474338643	1.922232501	-1.739063703	0.082751517	0.114651369	-5.81120373
NUDT4B	0.002341514	0.002065392	1.738716658	0.082812648	0.114727865	-5.811801708
ZNF679	0.056533095	0.050565846	1.73843731	0.082861881	0.114787868	-5.812282957
TMEM35A	0.059578769	0.069039603	1.73788447	0.082959386	0.114914727	-5.813235139
MAGEA2B	0.005413303	0.004964752	1.737768167	0.08297991	0.114934943	-5.813435415
SLC36A3	0.00285571	0.004366213	1.737541193	0.083019976	0.114982222	-5.813826231
GPR34	0.17506719	1.096508038	1.737219162	0.08307685	0.11505277	-5.814380634
SLC22A14	0.008802475	0.023523959	1.737009096	0.083113966	0.115095949	-5.814742226
CYP2U1	-0.121975777	1.063668581	-1.736543508	0.083196278	0.115201705	-5.815543499
CERS3	0.00790047	0.014142964	1.736269166	0.083244811	0.115260674	-5.816015542
PVALEF	0.047905645	0.045189153	1.736092299	0.083276112	0.115295777	-5.816319826
SLC7A14	0.047307993	0.049161744	1.735904676	0.083309327	0.115333525	-5.816642582
GPRC6A	0.014472262	0.012765628	1.735417479	0.083395626	0.115444752	-5.817480514
NPIPA2	0.032486188	0.035572881	1.735059295	0.083459119	0.115524394	-5.818096408
AMOTL1	0.248918663	1.600854868	1.734958301	0.083477028	0.115540934	-5.818270045
ATP4A	0.050300772	0.04837203	1.734827622	0.083500207	0.115564763	-5.818494702
SFXN2	-0.155984907	1.79643591	-1.734154887	0.083619611	0.115721757	-5.819650973
SDR9C7	0.015623856	0.037941005	1.734036179	0.083640696	0.115742672	-5.819854959
FSIP1	0.05856165	0.128626177	1.732985243	0.083827544	0.115992953	-5.821660261
LRRN4CL	0.09582903	0.121349289	1.732609751	0.083894386	0.116077156	-5.82230502
